question_type,multiple_choice_answer,answers,image_id,answer_type
what is in the,sand,"[{'answer': 'sand', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'sand', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'front middle', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'to left of man', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'sand', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'sand', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'sand', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'sand', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'sand', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'sand', 'answer_confidence': 'yes', 'answer_id': 10}]",20002,other
does the,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20002,yes/no
how many,5,"[{'answer': '5', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 10}]",20002,number
are the,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20168,yes/no
are the,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'no', 'answer_id': 10}]",20168,yes/no
how many,5,"[{'answer': '5', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '5', 'answer_confidence': 'no', 'answer_id': 9}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 10}]",20168,number
is this a,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20130,yes/no
what is the dog,sleeping,"[{'answer': 'sleeping', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'sleeping', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'sleeping', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'sleeping', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'sleeping', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'sleeping', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'sleeping', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'sleeping', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'sleeping', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'sleeping', 'answer_confidence': 'yes', 'answer_id': 10}]",20130,other
where is the,on floor,"[{'answer': 'on floor', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'floor', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'on floor', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'floor', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'on floor', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'floor', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'on floor', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'on top of carpet', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'floor', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'on floor', 'answer_confidence': 'yes', 'answer_id': 10}]",20130,other
what is the,baseball,"[{'answer': 'softball', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'baseball', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'baseball', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'baseball', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'baseball', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'baseball', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'baseball', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'baseball', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'baseball', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'base', 'answer_confidence': 'yes', 'answer_id': 10}]",20004,other
are they,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'girl is', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'woman is', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20004,yes/no
is it,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20004,yes/no
are the people,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20085,yes/no
is the,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20085,yes/no
where is the,sandbox,"[{'answer': 'in sandbox', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'sandbox', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'sandbox', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'in sandbox', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'sand', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'sandbox', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'in sandbox', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'sandbox', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'sandbox', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'sandbox', 'answer_confidence': 'yes', 'answer_id': 10}]",20085,other
what is the girl,running,"[{'answer': 'running', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'running from', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'running away', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'running from it', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'running away', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'running', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'running from it', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'running', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'running away', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'running', 'answer_confidence': 'yes', 'answer_id': 10}]",20156,other
what are the,raccoon,"[{'answer': 'raccoon', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'raccoon', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'raccoon', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'raccoon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'raccoon', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'raccoon', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'raccoon', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'raccoon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'raccoon', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'raccoon', 'answer_confidence': 'yes', 'answer_id': 10}]",20156,other
are the,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20156,yes/no
are they,no,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20198,yes/no
what,right,"[{'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'right hand', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'left', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'hand', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 10}]",20198,other
what is in the,ball,"[{'answer': 'ball', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'ball', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'ball', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'ball', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'ball', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'ball', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'ball', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'baseball', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'ball', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'ball', 'answer_confidence': 'yes', 'answer_id': 10}]",20198,other
what is the cat,table,"[{'answer': 'table', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'table', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'coffee table', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'table', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'table', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'table', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'coffee table', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'table', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'table', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'table', 'answer_confidence': 'yes', 'answer_id': 10}]",20146,other
is the boy,yes,"[{'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20146,yes/no
is the tv,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20146,yes/no
do,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20063,yes/no
does the,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'no', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20063,yes/no
do the,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20063,yes/no
is the,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'no', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20190,yes/no
what kind of,robin,"[{'answer': 'robin', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'robin', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'sparrow', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'robin', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'hawk', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'cardinal', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'hawk', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'hawk', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'robin', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'robin', 'answer_confidence': 'maybe', 'answer_id': 10}]",20190,other
